Category ID,Category Name (EN),Term ID (blank = category name row),Italian (reference),English (source),YOUR LANGUAGE
cultural_tradition,Cultural Traditions,ct_ukiyo_e,Ukiyo-e,Ukiyo-e woodblock print,
cultural_tradition,Cultural Traditions,ct_chinese_ink,Pittura cinese a inchiostro,Chinese ink landscape painting,
cultural_tradition,Cultural Traditions,ct_persian_miniature,Miniatura persiana,Persian miniature,
cultural_tradition,Cultural Traditions,ct_mughal,Miniatura moghul,Mughal miniature,
cultural_tradition,Cultural Traditions,ct_madhubani,Arte Madhubani,Madhubani folk art,
cultural_tradition,Cultural Traditions,ct_celtic,Arte celtica,Celtic knotwork art,
cultural_tradition,Cultural Traditions,ct_norse,Arte norrena,Norse Viking art,
cultural_tradition,Cultural Traditions,ct_byzantine_icon,Icona bizantina,Byzantine icon painting,
cultural_tradition,Cultural Traditions,ct_illuminated_ms,Codice miniato,Illuminated manuscript,
cultural_tradition,Cultural Traditions,ct_aboriginal,Arte aborigena,Aboriginal dot painting,
cultural_tradition,Cultural Traditions,ct_african_tribal,Arte tribale africana,African tribal art,
cultural_tradition,Cultural Traditions,ct_mesoamerican,Arte mesoamericana,Mesoamerican art,
cultural_tradition,Cultural Traditions,ct_islamic_geometric,Geometrie islamiche,Islamic geometric pattern,
cultural_tradition,Cultural Traditions,ct_folk_art,Arte popolare,Folk art,
photo_genre,Photographic Genres,,Generi fotografici,Photographic Genres,
photo_genre,Photographic Genres,pg_photorealistic,Fotorealistico,Photorealistic,
photo_genre,Photographic Genres,pg_cinematic,Fotografia cinematografica,Cinematic photography,
photo_genre,Photographic Genres,pg_portrait,Ritratto,Portrait photography,
photo_genre,Photographic Genres,pg_beauty,Beauty,Beauty photography,
photo_genre,Photographic Genres,pg_fashion,Moda,Fashion photography,
photo_genre,Photographic Genres,pg_editorial,Editoriale,Editorial photography,
photo_genre,Photographic Genres,pg_street,Street photography,Street photography,
photo_genre,Photographic Genres,pg_documentary,Documentaristica,Documentary photography,
photo_genre,Photographic Genres,pg_photojournalism,Fotogiornalismo,Photojournalism,
photo_genre,Photographic Genres,pg_landscape,Paesaggio,Landscape photography,
photo_genre,Photographic Genres,pg_architectural,Architettura,Architectural photography,
photo_genre,Photographic Genres,pg_still_life,Natura morta,Still life photography,
photo_genre,Photographic Genres,pg_food,Food,Food photography,
photo_genre,Photographic Genres,pg_product,Fotografia di prodotto,Product photography,
photo_genre,Photographic Genres,pg_wildlife,Naturalistica,Wildlife photography,
photo_genre,Photographic Genres,pg_sports,Sportiva,Sports photography,
photo_genre,Photographic Genres,pg_macro,Macrofotografia,Macro photography,
photo_genre,Photographic Genres,pg_aerial,Fotografia aerea,Aerial photography,
photo_genre,Photographic Genres,pg_underwater,Subacquea,Underwater photography,
photo_genre,Photographic Genres,pg_astrophotography,Astrofotografia,Astrophotography,
photo_genre,Photographic Genres,pg_night,Notturna,Night photography,
photo_genre,Photographic Genres,pg_long_exposure,Lunga esposizione,Long exposure photography,
photo_genre,Photographic Genres,pg_double_exposure,Doppia esposizione,Double exposure,
photo_genre,Photographic Genres,pg_fine_art,Fotografia d'autore,Fine art photography,
photo_genre,Photographic Genres,pg_studio,Fotografia in studio,Studio photography,
photo_genre,Photographic Genres,pg_snapshot,Istantanea amatoriale,Casual snapshot,
film_stock_process,Film Stock & Process,,Pellicole e processi,Film Stock & Process,
film_stock_process,Film Stock & Process,fs_portra400,Kodak Portra 400,Kodak Portra 400,
film_stock_process,Film Stock & Process,fs_ektar,Kodak Ektar 100,Kodak Ektar 100,
film_stock_process,Film Stock & Process,fs_gold200,Kodak Gold 200,Kodak Gold 200,
film_stock_process,Film Stock & Process,fs_trix,Kodak Tri-X 400 (b/n),Kodak Tri-X 400,
film_stock_process,Film Stock & Process,fs_hp5,Ilford HP5 (b/n),Ilford HP5,
film_stock_process,Film Stock & Process,fs_velvia,Fujifilm Velvia 50,Fujifilm Velvia 50,
film_stock_process,Film Stock & Process,fs_pro400h,Fujifilm Pro 400H,Fujifilm Pro 400H,
film_stock_process,Film Stock & Process,fs_cinestill,Cinestill 800T,Cinestill 800T,
film_stock_process,Film Stock & Process,fs_polaroid,Polaroid SX-70,Polaroid SX-70,
film_stock_process,Film Stock & Process,fs_35mm_film,Pellicola 35mm,35mm film stock,
film_stock_process,Film Stock & Process,fs_medium_format,Medio formato,Medium format film,
film_stock_process,Film Stock & Process,fs_large_format,Grande formato,Large format film,
film_stock_process,Film Stock & Process,fs_expired,Pellicola scaduta,Expired film,
film_stock_process,Film Stock & Process,fs_push,Sviluppo forzato,Push-processed film,
film_stock_process,Film Stock & Process,fs_cross_process,Cross-processing,Cross-processed film,
film_stock_process,Film Stock & Process,fs_bleach_bypass,Bleach bypass,Bleach bypass,
film_stock_process,Film Stock & Process,fs_technicolor,Technicolor,Three-strip Technicolor,
film_stock_process,Film Stock & Process,fs_lomography,Lomografia,Lomography,
film_stock_process,Film Stock & Process,fs_tintype,Ferrotipia,"Tintype, wet plate collodion",
film_stock_process,Film Stock & Process,fs_daguerreotype,Dagherrotipo,Daguerreotype,
film_stock_process,Film Stock & Process,fs_cyanotype,Cianotipia,Cyanotype,
film_stock_process,Film Stock & Process,fs_infrared,Pellicola infrarossa,Infrared film,
film_stock_process,Film Stock & Process,fs_pinhole,Foro stenopeico,Pinhole photography,
film_stock_process,Film Stock & Process,fs_film_grain,Grana della pellicola,Film grain,
artist_classical,Classical Artists,,Autori classici,Classical Artists,
artist_classical,Classical Artists,ar_leonardo,Leonardo da Vinci,by Leonardo da Vinci,
artist_classical,Classical Artists,ar_michelangelo,Michelangelo,by Michelangelo,
artist_classical,Classical Artists,ar_raffaello,Raffaello,by Raphael,
artist_classical,Classical Artists,ar_botticelli,Botticelli,by Sandro Botticelli,
artist_classical,Classical Artists,ar_tiziano,Tiziano,by Titian,
artist_classical,Classical Artists,ar_caravaggio,Caravaggio,by Caravaggio,
artist_classical,Classical Artists,ar_rembrandt,Rembrandt,by Rembrandt,
artist_classical,Classical Artists,ar_vermeer,Vermeer,by Johannes Vermeer,
artist_classical,Classical Artists,ar_velazquez,Velazquez,by Diego Velazquez,
artist_classical,Classical Artists,ar_bruegel,Bruegel il Vecchio,by Pieter Bruegel the Elder,
artist_classical,Classical Artists,ar_bosch,Hieronymus Bosch,by Hieronymus Bosch,
artist_classical,Classical Artists,ar_durer,Albrecht Durer,by Albrecht Durer,
artist_classical,Classical Artists,ar_goya,Goya,by Francisco Goya,
artist_classical,Classical Artists,ar_turner,William Turner,by J.M.W. Turner,
artist_classical,Classical Artists,ar_constable,John Constable,by John Constable,
artist_classical,Classical Artists,ar_friedrich,Caspar David Friedrich,by Caspar David Friedrich,
artist_classical,Classical Artists,ar_delacroix,Delacroix,by Eugene Delacroix,
artist_classical,Classical Artists,ar_ingres,Ingres,by Jean-Auguste-Dominique Ingres,
artist_classical,Classical Artists,ar_piranesi,Piranesi,by Giovanni Battista Piranesi,
artist_classical,Classical Artists,ar_dore,Gustave Dore,by Gustave Dore,
artist_classical,Classical Artists,ar_sargent,John Singer Sargent,by John Singer Sargent,
artist_classical,Classical Artists,ar_alma_tadema,Alma-Tadema,by Lawrence Alma-Tadema,
artist_classical,Classical Artists,ar_hokusai,Hokusai,by Katsushika Hokusai,
artist_classical,Classical Artists,ar_hiroshige,Hiroshige,by Utagawa Hiroshige,
artist_modern,Modern Artists,,Autori moderni,Modern Artists,
artist_modern,Modern Artists,ar_vangogh,Van Gogh,by Vincent van Gogh,
artist_modern,Modern Artists,ar_monet,Monet,by Claude Monet,
artist_modern,Modern Artists,ar_renoir,Renoir,by Pierre-Auguste Renoir,
artist_modern,Modern Artists,ar_degas,Degas,by Edgar Degas,
artist_modern,Modern Artists,ar_cezanne,Cezanne,by Paul Cezanne,
artist_modern,Modern Artists,ar_gauguin,Gauguin,by Paul Gauguin,
artist_modern,Modern Artists,ar_toulouse_lautrec,Toulouse-Lautrec,by Henri de Toulouse-Lautrec,
artist_modern,Modern Artists,ar_klimt,Gustav Klimt,by Gustav Klimt,
artist_modern,Modern Artists,ar_schiele,Egon Schiele,by Egon Schiele,
artist_modern,Modern Artists,ar_mucha,Alphonse Mucha,by Alphonse Mucha,
artist_modern,Modern Artists,ar_munch,Edvard Munch,by Edvard Munch,
artist_modern,Modern Artists,ar_matisse,Henri Matisse,by Henri Matisse,
artist_modern,Modern Artists,ar_picasso,Pablo Picasso,by Pablo Picasso,
artist_modern,Modern Artists,ar_braque,Georges Braque,by Georges Braque,
artist_modern,Modern Artists,ar_kandinsky,Kandinsky,by Wassily Kandinsky,
artist_modern,Modern Artists,ar_klee,Paul Klee,by Paul Klee,
artist_modern,Modern Artists,ar_mondrian,Mondrian,by Piet Mondrian,
artist_modern,Modern Artists,ar_malevich,Malevich,by Kazimir Malevich,
artist_modern,Modern Artists,ar_magritte,Rene Magritte,by Rene Magritte,
artist_modern,Modern Artists,ar_dali,Salvador Dali,by Salvador Dali,
artist_modern,Modern Artists,ar_kahlo,Frida Kahlo,by Frida Kahlo,
artist_modern,Modern Artists,ar_hopper,Edward Hopper,by Edward Hopper,
artist_modern,Modern Artists,ar_okeeffe,Georgia O'Keeffe,by Georgia O'Keeffe,
artist_modern,Modern Artists,ar_escher,M.C. Escher,by M.C. Escher,
artist_illustration,Illustrators & Designers,,Illustratori e visual designer,Illustrators & Designers,
artist_illustration,Illustrators & Designers,ar_rockwell,Norman Rockwell,by Norman Rockwell,
artist_illustration,Illustrators & Designers,ar_leyendecker,J.C. Leyendecker,by J.C. Leyendecker,
artist_illustration,Illustrators & Designers,ar_beardsley,Aubrey Beardsley,by Aubrey Beardsley,
artist_illustration,Illustrators & Designers,ar_rackham,Arthur Rackham,by Arthur Rackham,
artist_illustration,Illustrators & Designers,ar_dulac,Edmund Dulac,by Edmund Dulac,
artist_illustration,Illustrators & Designers,ar_bilibin,Ivan Bilibin,by Ivan Bilibin,
artist_illustration,Illustrators & Designers,ar_nielsen,Kay Nielsen,by Kay Nielsen,
artist_illustration,Illustrators & Designers,ar_clarke,Harry Clarke,by Harry Clarke,
artist_illustration,Illustrators & Designers,ar_mccay,Winsor McCay,by Winsor McCay,
artist_illustration,Illustrators & Designers,ar_moebius,Moebius,by Moebius,
artist_illustration,Illustrators & Designers,ar_kirby,Jack Kirby,by Jack Kirby,
artist_illustration,Illustrators & Designers,ar_herge,Herge,by Herge,
artist_illustration,Illustrators & Designers,ar_frazetta,Frank Frazetta,by Frank Frazetta,
artist_illustration,Illustrators & Designers,ar_roger_dean,Roger Dean,by Roger Dean,
artist_illustration,Illustrators & Designers,ar_syd_mead,Syd Mead,by Syd Mead,
artist_illustration,Illustrators & Designers,ar_giger,H.R. Giger,by H.R. Giger,
artist_illustration,Illustrators & Designers,ar_amano,Yoshitaka Amano,by Yoshitaka Amano,
artist_illustration,Illustrators & Designers,ar_otomo,Katsuhiro Otomo,by Katsuhiro Otomo,
artist_illustration,Illustrators & Designers,ar_tezuka,Osamu Tezuka,by Osamu Tezuka,
artist_illustration,Illustrators & Designers,ar_saul_bass,Saul Bass,by Saul Bass,
artist_illustration,Illustrators & Designers,ar_cassandre,A.M. Cassandre,by A.M. Cassandre,
artist_illustration,Illustrators & Designers,ar_glaser,Milton Glaser,by Milton Glaser,
mood_emotional_tone,Emotional Tone,,Tono emotivo,Emotional Tone,
mood_emotional_tone,Emotional Tone,moodt_moody,Cupo,moody,
mood_emotional_tone,Emotional Tone,moodt_melancholic,Malinconico,melancholic,
mood_emotional_tone,Emotional Tone,moodt_serene,Sereno,serene,
mood_emotional_tone,Emotional Tone,moodt_eerie,Inquietante,eerie,
mood_emotional_tone,Emotional Tone,moodt_uncanny,Perturbante,uncanny,
mood_emotional_tone,Emotional Tone,moodt_joyful,Gioioso,joyful,
mood_emotional_tone,Emotional Tone,moodt_somber,Sommesso,somber,
mood_emotional_tone,Emotional Tone,moodt_tender,Delicato,tender,
mood_emotional_tone,Emotional Tone,moodt_playful,Giocoso,playful,
mood_emotional_tone,Emotional Tone,moodt_wistful,Nostalgico,wistful,
mood_emotional_tone,Emotional Tone,moodt_unsettling,Inquieto,unsettling,
mood_emotional_tone,Emotional Tone,moodt_wholesome,Rasserenante,wholesome,
mood_aesthetic_register,Aesthetic Register,,Registro estetico,Aesthetic Register,
mood_aesthetic_register,Aesthetic Register,moodr_ethereal,Eterico,ethereal,
mood_aesthetic_register,Aesthetic Register,moodr_whimsical,Fiabesco,whimsical,
mood_aesthetic_register,Aesthetic Register,moodr_dreamlike,Onirico,dreamlike,
mood_aesthetic_register,Aesthetic Register,moodr_opulent,Opulento,opulent,
mood_aesthetic_register,Aesthetic Register,moodr_minimalist,Minimalista,minimalist,
mood_aesthetic_register,Aesthetic Register,moodr_maximalist,Massimalista,maximalist,
mood_aesthetic_register,Aesthetic Register,moodr_austere,Austero,austere,
mood_aesthetic_register,Aesthetic Register,moodr_romantic,Romantico,romantic,
mood_aesthetic_register,Aesthetic Register,moodr_otherworldly,Ultraterreno,otherworldly,
mood_aesthetic_register,Aesthetic Register,moodr_surreal,Surreale,surreal,
mood_aesthetic_register,Aesthetic Register,moodr_gritty,Grezzo,gritty,
mood_aesthetic_register,Aesthetic Register,moodr_painterly,Pittorico,painterly,
mood_aesthetic_register,Aesthetic Register,moodr_theatrical,Teatrale,theatrical,
mood_aesthetic_register,Aesthetic Register,moodr_timeless,Senza tempo,timeless,
mood_aesthetic_register,Aesthetic Register,moodr_intimate,Intimo,intimate,
pose_gesture,Poses & Gestures,,Pose e gesti,Poses & Gestures,
pose_gesture,Poses & Gestures,po_standing,In piedi,standing,
pose_gesture,Poses & Gestures,po_sitting,Seduto,sitting,
pose_gesture,Poses & Gestures,po_kneeling,In ginocchio,kneeling,
pose_gesture,Poses & Gestures,po_crouching,Accovacciato,crouching,
pose_gesture,Poses & Gestures,po_lying,Sdraiato,lying down,
pose_gesture,Poses & Gestures,po_reclining,Semisdraiato,reclining,
pose_gesture,Poses & Gestures,po_leaning,Appoggiato,leaning,
pose_gesture,Poses & Gestures,po_walking,In cammino,walking,
pose_gesture,Poses & Gestures,po_running,In corsa,running,
pose_gesture,Poses & Gestures,po_jumping,In salto,jumping,
pose_gesture,Poses & Gestures,po_falling,In caduta,falling,
pose_gesture,Poses & Gestures,po_floating,"Sospeso, in volo",floating,
pose_gesture,Poses & Gestures,po_dancing,In danza,dancing,
pose_gesture,Poses & Gestures,po_contrapposto,Contrapposto,contrapposto stance,
pose_gesture,Poses & Gestures,po_dynamic,Posa dinamica,dynamic pose,
pose_gesture,Poses & Gestures,po_static,Posa statica,static pose,
pose_gesture,Poses & Gestures,po_arms_crossed,Braccia conserte,arms crossed,
pose_gesture,Poses & Gestures,po_arms_open,Braccia aperte,arms open,
pose_gesture,Poses & Gestures,po_hands_pockets,Mani in tasca,hands in pockets,
pose_gesture,Poses & Gestures,po_hand_chin,Mano sul mento,hand on chin,
pose_gesture,Poses & Gestures,po_hands_clasped,Mani giunte,hands clasped,
pose_gesture,Poses & Gestures,po_outstretched,Mano tesa,outstretched hand,
pose_gesture,Poses & Gestures,po_pointing,Che indica,pointing,
pose_gesture,Poses & Gestures,po_holding,Regge un oggetto,holding an object,
pose_gesture,Poses & Gestures,po_embracing,In un abbraccio,embracing,
pose_gesture,Poses & Gestures,po_head_tilted,Testa inclinata,head tilted,
expression_gaze,Expression & Gaze,,Espressione e sguardo,Expression & Gaze,
expression_gaze,Expression & Gaze,ex_neutral,Espressione neutra,neutral expression,
expression_gaze,Expression & Gaze,ex_serious,Espressione seria,serious expression,
expression_gaze,Expression & Gaze,ex_smiling,Sorridente,smiling,
expression_gaze,Expression & Gaze,ex_enigmatic,Sorriso enigmatico,enigmatic smile,
expression_gaze,Expression & Gaze,ex_laughing,Che ride,laughing,
expression_gaze,Expression & Gaze,ex_crying,In lacrime,crying,
expression_gaze,Expression & Gaze,ex_angry,Adirato,angry expression,
expression_gaze,Expression & Gaze,ex_surprised,Sorpreso,surprised expression,
expression_gaze,Expression & Gaze,ex_fearful,Impaurito,fearful expression,
expression_gaze,Expression & Gaze,ex_determined,Determinato,determined expression,
expression_gaze,Expression & Gaze,ex_exhausted,Sfinito,exhausted expression,
expression_gaze,Expression & Gaze,ex_melancholic,Malinconico,melancholic expression,
expression_gaze,Expression & Gaze,ex_dramatic,Espressione drammatica,dramatic expression,
expression_gaze,Expression & Gaze,ex_contemplative,Assorto,contemplative expression,
expression_gaze,Expression & Gaze,ex_direct_gaze,Sguardo in camera,direct gaze at the viewer,
expression_gaze,Expression & Gaze,ex_looking_away,Sguardo altrove,looking away,
expression_gaze,Expression & Gaze,ex_distant_gaze,Sguardo perso,gaze into the distance,
expression_gaze,Expression & Gaze,ex_intense_stare,Sguardo intenso,intense stare,
expression_gaze,Expression & Gaze,ex_downcast,Sguardo basso,downcast eyes,
expression_gaze,Expression & Gaze,ex_eyes_closed,Occhi chiusi,eyes closed,
expression_gaze,Expression & Gaze,ex_squinting,Occhi socchiusi,squinting,
expression_gaze,Expression & Gaze,ex_raised_eyebrow,Sopracciglio alzato,raised eyebrow,
expression_gaze,Expression & Gaze,ex_furrowed_brow,Fronte corrugata,furrowed brow,
expression_gaze,Expression & Gaze,ex_open_mouth,Bocca aperta,open mouth,
environment_natural,Natural Environments,,Ambienti naturali,Natural Environments,
environment_natural,Natural Environments,en_forest,Foresta,forest,
environment_natural,Natural Environments,en_jungle,Giungla,dense jungle,
environment_natural,Natural Environments,en_rainforest,Foresta pluviale,rainforest,
environment_natural,Natural Environments,en_desert,Deserto,desert,
environment_natural,Natural Environments,en_dunes,Dune di sabbia,sand dunes,
environment_natural,Natural Environments,en_mountain,Montagna,mountains,
environment_natural,Natural Environments,en_cliff,Scogliera,cliff edge,
environment_natural,Natural Environments,en_canyon,Canyon,canyon,
environment_natural,Natural Environments,en_glacier,Ghiacciaio,glacier,
environment_natural,Natural Environments,en_tundra,Tundra,tundra,
environment_natural,Natural Environments,en_savannah,Savana,savannah,
environment_natural,Natural Environments,en_meadow,"Prato, radura",meadow,
environment_natural,Natural Environments,en_swamp,Palude,swamp,
environment_natural,Natural Environments,en_cave,Grotta,cave,
environment_natural,Natural Environments,en_volcano,Vulcano,volcano,
environment_natural,Natural Environments,en_river,Fiume,river,
environment_natural,Natural Environments,en_waterfall,Cascata,waterfall,
environment_natural,Natural Environments,en_lake,Lago,lake,
environment_natural,Natural Environments,en_ocean,Oceano,open ocean,
environment_natural,Natural Environments,en_beach,Spiaggia,beach,
environment_natural,Natural Environments,en_coral_reef,Barriera corallina,coral reef,
environment_natural,Natural Environments,en_underwater,Sott'acqua,underwater,
environment_natural,Natural Environments,en_open_sky,Cielo aperto,open sky,
environment_natural,Natural Environments,en_space,Spazio profondo,outer space,
environment_built,Built Environments,,Ambienti costruiti,Built Environments,
environment_built,Built Environments,eb_indoor,Interno,indoors,
environment_built,Built Environments,eb_outdoor,Esterno,outdoors,
environment_built,Built Environments,eb_street,Strada urbana,city street,
environment_built,Built Environments,eb_skyline,Skyline urbano,city skyline,
environment_built,Built Environments,eb_urban_night,Citta di notte,city at night,
environment_built,Built Environments,eb_alley,Vicolo,narrow alleyway,
environment_built,Built Environments,eb_rooftop,Tetto,rooftop,
environment_built,Built Environments,eb_bridge,Ponte,bridge,
environment_built,Built Environments,eb_station,Stazione ferroviaria,train station,
environment_built,Built Environments,eb_market,Mercato,market,
environment_built,Built Environments,eb_cafe,"Caffe, bar",cafe interior,
environment_built,Built Environments,eb_domestic,Interno domestico,domestic interior,
environment_built,Built Environments,eb_office,Ufficio,office,
environment_built,Built Environments,eb_laboratory,Laboratorio,laboratory,
environment_built,Built Environments,eb_workshop,Officina,workshop,
environment_built,Built Environments,eb_factory,Fabbrica,industrial factory,
environment_built,Built Environments,eb_library,Biblioteca,library,
environment_built,Built Environments,eb_museum,"Museo, galleria",museum gallery,
environment_built,Built Environments,eb_theatre,Palcoscenico,theatre stage,
environment_built,Built Environments,eb_church,Chiesa,church interior,
environment_built,Built Environments,eb_temple,Tempio,temple,
environment_built,Built Environments,eb_castle,Castello,castle,
environment_built,Built Environments,eb_ruins,Rovine,ruins,
environment_built,Built Environments,eb_cemetery,Cimitero,cemetery,
environment_built,Built Environments,eb_abandoned,Edificio abbandonato,abandoned building,
environment_built,Built Environments,eb_greenhouse,"Serra, giardino",greenhouse garden,
background_setup,Background Setup,,Fondale e sfondo,Background Setup,
background_setup,Background Setup,bg_seamless,Fondale seamless da studio,seamless studio backdrop,
background_setup,Background Setup,bg_white,Sfondo bianco,plain white background,
background_setup,Background Setup,bg_black,Sfondo nero,plain black background,
background_setup,Background Setup,bg_solid_color,Sfondo a tinta unita,solid color background,
background_setup,Background Setup,bg_gradient,Sfondo sfumato,gradient background,
background_setup,Background Setup,bg_blurred,Sfondo sfocato,blurred background,
background_setup,Background Setup,bg_dark_moody,Fondale scuro,dark moody backdrop,
background_setup,Background Setup,bg_environmental,Sfondo ambientale,natural environment background,
background_setup,Background Setup,bg_cyclorama,Ciclorama,infinity cyclorama,
background_setup,Background Setup,bg_textured_wall,Muro materico,textured wall backdrop,
background_setup,Background Setup,bg_isolated,Isolato su trasparenza,isolated on transparent background,
background_setup,Background Setup,bg_cluttered,Sfondo affollato,cluttered busy background,
time_weather,"Time, Season & Weather",,"Ora, stagione e meteo","Time, Season & Weather",
time_weather,"Time, Season & Weather",tw_dawn,Alba,at dawn,
time_weather,"Time, Season & Weather",tw_morning,Mattino,early morning,
time_weather,"Time, Season & Weather",tw_midday,Mezzogiorno,midday,
time_weather,"Time, Season & Weather",tw_afternoon,Pomeriggio,late afternoon,
time_weather,"Time, Season & Weather",tw_dusk,Crepuscolo,at dusk,
time_weather,"Time, Season & Weather",tw_twilight,Ora del lupo,twilight,
time_weather,"Time, Season & Weather",tw_night,Notte,at night,
time_weather,"Time, Season & Weather",tw_midnight,Piena notte,deep night,
time_weather,"Time, Season & Weather",tw_spring,Primavera,spring,
time_weather,"Time, Season & Weather",tw_summer,Estate,summer,
time_weather,"Time, Season & Weather",tw_autumn,Autunno,autumn,
time_weather,"Time, Season & Weather",tw_winter,Inverno,winter,
time_weather,"Time, Season & Weather",tw_clear,Cielo sereno,clear sky,
time_weather,"Time, Season & Weather",tw_partly_cloudy,Poco nuvoloso,partly cloudy,
time_weather,"Time, Season & Weather",tw_overcast,Cielo coperto,overcast,
time_weather,"Time, Season & Weather",tw_rain,Tempo piovoso,rain,
time_weather,"Time, Season & Weather",tw_downpour,Acquazzone,heavy downpour,
time_weather,"Time, Season & Weather",tw_after_rain,Dopo la pioggia,after the rain,
time_weather,"Time, Season & Weather",tw_snow,Neve,snow,
time_weather,"Time, Season & Weather",tw_blizzard,Bufera di neve,blizzard,
time_weather,"Time, Season & Weather",tw_fog,Nebbia,fog,
time_weather,"Time, Season & Weather",tw_storm,Tempesta,storm,
time_weather,"Time, Season & Weather",tw_windy,Vento forte,strong wind,
time_weather,"Time, Season & Weather",tw_heat_haze,Caligine di calore,heat haze,
material_natural,Natural Materials,,Materiali naturali,Natural Materials,
material_natural,Natural Materials,mn_wood,Legno,wood,
material_natural,Natural Materials,mn_weathered_wood,Legno invecchiato,weathered wood,
material_natural,Natural Materials,mn_stone,Pietra,stone,
material_natural,Natural Materials,mn_marble,Marmo,marble,
material_natural,Natural Materials,mn_granite,Granito,granite,
material_natural,Natural Materials,mn_sandstone,Arenaria,sandstone,
material_natural,Natural Materials,mn_clay,Argilla,clay,
material_natural,Natural Materials,mn_terracotta,Terracotta,terracotta,
material_natural,Natural Materials,mn_ice,Ghiaccio,ice,
material_natural,Natural Materials,mn_water,Acqua,water,
material_natural,Natural Materials,mn_fire,Fuoco,fire,
material_natural,Natural Materials,mn_amber,Ambra,amber,
material_natural,Natural Materials,mn_jade,Giada,jade,
material_natural,Natural Materials,mn_obsidian,Ossidiana,obsidian,
material_natural,Natural Materials,mn_coral,Corallo,coral,
material_natural,Natural Materials,mn_bone,Osso,bone,
material_natural,Natural Materials,mn_shell,"Conchiglia, madreperla","shell, mother of pearl",
material_natural,Natural Materials,mn_feathers,Piume,feathers,
material_natural,Natural Materials,mn_scales,Scaglie,scales,
material_natural,Natural Materials,mn_fur,Pelo,fur,
material_natural,Natural Materials,mn_hair,Capelli,hair,
material_natural,Natural Materials,mn_leather,Cuoio,leather,
material_natural,Natural Materials,mn_wool,Lana,wool,
material_natural,Natural Materials,mn_linen,Lino,linen,
material_natural,Natural Materials,mn_cotton,Cotone,cotton,
material_natural,Natural Materials,mn_silk,Seta,silk,
material_natural,Natural Materials,mn_bamboo,Bambu,bamboo,
material_natural,Natural Materials,mn_moss,Muschio,moss,
material_manmade,Manufactured Materials,,Materiali artificiali,Manufactured Materials,
material_manmade,Manufactured Materials,mm_glass,Vetro,glass,
material_manmade,Manufactured Materials,mm_frosted_glass,Vetro satinato,frosted glass,
material_manmade,Manufactured Materials,mm_crystal,Cristallo,crystal,
material_manmade,Manufactured Materials,mm_steel,Acciaio,steel,
material_manmade,Manufactured Materials,mm_iron,Ferro,wrought iron,
material_manmade,Manufactured Materials,mm_copper,Rame,copper,
material_manmade,Manufactured Materials,mm_brass,Ottone,brass,
material_manmade,Manufactured Materials,mm_bronze,Bronzo,bronze,
material_manmade,Manufactured Materials,mm_gold,Oro,gold,
material_manmade,Manufactured Materials,mm_silver,Argento,silver,
material_manmade,Manufactured Materials,mm_chrome,Cromo,chrome,
material_manmade,Manufactured Materials,mm_titanium,Titanio,titanium,
material_manmade,Manufactured Materials,mm_ceramic,Ceramica,ceramic,
material_manmade,Manufactured Materials,mm_porcelain,Porcellana,porcelain,
material_manmade,Manufactured Materials,mm_concrete,Cemento,concrete,
material_manmade,Manufactured Materials,mm_brick,Mattoni,brick,
material_manmade,Manufactured Materials,mm_plaster,"Intonaco, gesso",plaster,
material_manmade,Manufactured Materials,mm_plastic,Plastica,plastic,
material_manmade,Manufactured Materials,mm_acrylic,"Acrilico, plexiglass","acrylic, perspex",
material_manmade,Manufactured Materials,mm_rubber,Gomma,rubber,
material_manmade,Manufactured Materials,mm_latex,Lattice,latex,
material_manmade,Manufactured Materials,mm_carbon_fiber,Fibra di carbonio,carbon fiber,
material_manmade,Manufactured Materials,mm_neon_tube,Tubo al neon,neon tube,
material_manmade,Manufactured Materials,mm_paper,Carta,paper,
material_manmade,Manufactured Materials,mm_cardboard,Cartone,cardboard,
material_manmade,Manufactured Materials,mm_chainmail,Cotta di maglia,chainmail,
material_manmade,Manufactured Materials,mm_denim,Denim,denim,
material_manmade,Manufactured Materials,mm_lace,Pizzo,lace,
surface_finish,Surface & Finish,,Finitura e superficie,Surface & Finish,
surface_finish,Surface & Finish,sf_rough,Ruvida,rough,
surface_finish,Surface & Finish,sf_smooth,Liscia,smooth,
surface_finish,Surface & Finish,sf_glossy,Lucida,glossy,
surface_finish,Surface & Finish,sf_matte,Opaca,matte,
surface_finish,Surface & Finish,sf_polished,Levigata,polished,
surface_finish,Surface & Finish,sf_brushed,"Satinata, spazzolata",brushed,
surface_finish,Surface & Finish,sf_hammered,Martellata,hammered,
surface_finish,Surface & Finish,sf_grainy,Granulosa,grainy,
surface_finish,Surface & Finish,sf_woven,Intrecciata,woven,
surface_finish,Surface & Finish,sf_knitted,Lavorata a maglia,knitted,
surface_finish,Surface & Finish,sf_quilted,Trapuntata,quilted,
surface_finish,Surface & Finish,sf_embossed,"Goffrata, a rilievo",embossed,
surface_finish,Surface & Finish,sf_perforated,Forata,perforated,
surface_finish,Surface & Finish,sf_ornate,"Ornata, decorata",ornate,
surface_finish,Surface & Finish,sf_cracked,"Crettata, screpolata","cracked, craquelure",
surface_finish,Surface & Finish,sf_peeling,Scrostata,peeling paint,
surface_finish,Surface & Finish,sf_scratched,Graffiata,scratched,
